,model,pixels,image,true,predicted,success,cdiff,prior_probs,predicted_probs,perturbation
209,sequential,1,2073,5,2,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[1.0204273e-23 5.5626135e-23 1.0000000e+00 1.1344462e-22 8.4125990e-22
   2.1733722e-29 6.9118803e-32 7.9385595e-22 3.6908585e-29 2.2632082e-31]]]",[618.09862871  24.76509605  63.06571642 122.94612074]
210,sequential,1,9634,0,3,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 7.1446515e-11 2.7467390e-22 1.0000000e+00 0.0000000e+00
   1.3249027e-20 0.0000000e+00 8.1889386e-28 0.0000000e+00 0.0000000e+00]]]",[156.08696199 204.72510535 197.31490262 238.44660813]
211,sequential,1,9779,2,5,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 0.0000000e+00 1.8573505e-17 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[667.85742016 246.91790919 228.4749988  176.28227096]
212,sequential,1,939,2,9,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.0000000e+00 3.1837214e-37 6.0199763e-35 7.3820562e-26 0.0000000e+00
   1.3523013e-29 0.0000000e+00 8.1763456e-31 9.1490684e-18 1.0000000e+00]]]",[771.0985142   61.92351969 136.79271018   7.32219676]
213,sequential,1,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 0.0000000e+00 0.0000000e+00 2.0209008e-25 0.0000000e+00]]]",[334.24115615 193.56923    104.29833153 115.50078602]
214,sequential,1,5887,7,7,False,-0.80350953,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 9.3422573e-20 2.9582759e-29 4.4036010e-21 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[174.66545659  92.54053973 204.36217932 146.78580767]
215,sequential,1,4814,6,5,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 3.3560758e-27 1.3281405e-01 0.0000000e+00 5.0159484e-30
   5.6015652e-01 0.0000000e+00 3.0702943e-01 0.0000000e+00 0.0000000e+00]]]",[247.47707387 142.9153437  250.44215339   0.80901748]
216,sequential,1,1984,2,2,False,-0.992933,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 1.3071494e-38 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[555.37517966 216.15398434 182.19073312  33.96221761]
217,sequential,1,6011,3,7,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[1.5744710e-28 2.8901691e-27 3.6111836e-28 4.8210543e-18 1.7466985e-38
   1.3168544e-07 3.9871070e-19 9.9999988e-01 4.1526806e-33 1.1521667e-21]]]",[289.99451894 123.64062179  89.6758621   15.66780373]
218,sequential,1,9768,2,9,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]",[[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]]],[733.09385162 114.52594651 197.11737691 158.44001534]
219,sequential,1,2118,6,2,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 4.4133639e-17 1.0000000e+00 0.0000000e+00 4.5859194e-31
   2.9948430e-18 4.4898444e-33 0.0000000e+00 2.5574272e-25 2.0743509e-38]]]",[417.15593921 164.49990863  63.91323521 240.74231364]
220,sequential,1,2293,9,9,False,-0.9903657,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 2.5508329e-31 1.2718091e-30 9.5239053e-19 4.4199529e-24
   0.0000000e+00 6.0662941e-26 2.9159220e-16 6.1687700e-16 1.0000000e+00]]]",[379.25475333 192.35102691 196.59189026  76.38798232]
221,sequential,1,2118,6,3,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 3.3754310e-27 3.5982117e-22 9.7519976e-01 0.0000000e+00
   2.2488660e-11 0.0000000e+00 2.4800189e-02 0.0000000e+00 0.0000000e+00]]]",[264.63538573   6.04021643 216.38380769 159.04704622]
222,sequential,1,4814,6,5,True,0.27580526,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[4.0806267e-08 8.4398141e-11 3.6254750e-08 5.4302841e-06 1.3575751e-28
   9.9937916e-01 5.9213367e-04 2.2995868e-05 7.0300914e-08 7.7443478e-23]]]",[615.51627855 180.96701471 122.69320004  32.22524762]
223,sequential,1,2648,9,2,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[1.9909812e-15 3.6967024e-28 9.9999464e-01 5.4098646e-06 0.0000000e+00
   1.8392739e-35 3.4409201e-08 1.8436530e-32 0.0000000e+00 0.0000000e+00]]]",[ 98.31799847 111.73970006 201.80351781  63.24218223]
224,sequential,1,1984,2,5,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 6.5162736e-32 1.2830980e-14 0.0000000e+00 0.0000000e+00
   9.9999797e-01 1.9879158e-06 2.0494564e-27 0.0000000e+00 0.0000000e+00]]]",[ 79.35739646 186.33426484 151.09690947  54.46504486]
225,sequential,1,9768,2,3,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
   1.845095e-28 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]]]",[675.51525771 171.48766694 163.86091738 143.23811199]
226,sequential,1,9634,0,3,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],[706.33623698 168.06199072 218.61347234  88.60826825]
227,sequential,1,2293,9,2,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 5.8676544e-30 1.0000000e+00 0.0000000e+00 0.0000000e+00
   1.8292000e-36 0.0000000e+00 4.0630079e-16 0.0000000e+00 0.0000000e+00]]]",[389.18441369  95.53988907 117.98313712  47.75179222]
228,sequential,1,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[305.20321556 179.70349916 247.82932415 146.73189416]
229,sequential,1,4163,9,2,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 7.1361284e-25 9.9999976e-01 4.8083387e-35 5.4740422e-27
   7.1843658e-32 0.0000000e+00 2.2760230e-07 0.0000000e+00 0.0000000e+00]]]",[389.03751053 217.42013567  54.307321   100.22272331]
230,sequential,1,4814,6,7,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[779.49864744 200.5937629   69.33617422 114.15887095]
231,sequential,1,5887,7,7,False,-0.80350953,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[704.2329113  113.38458822 179.09433987 106.53682243]
232,sequential,1,2293,9,2,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],[725.01018813 249.98152857 237.84887577  98.76267296]
233,sequential,1,2648,9,2,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 7.6656681e-01 4.1644416e-18 0.0000000e+00
   2.3343320e-01 4.4920902e-35 7.8504171e-24 6.3813941e-24 0.0000000e+00]]]",[221.56624397 185.70651001 225.16722228 116.62132872]
234,sequential,1,2073,5,5,False,-0.78083897,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[248.20389441 235.11581617 183.85173159 237.56003858]
235,sequential,1,9768,2,7,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9220323e-26
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[134.67167228 150.51084539 245.32407845 255.64236633]
236,sequential,1,939,2,7,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.0000000e+00 0.0000000e+00 2.0130471e-38 6.9652166e-24 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 8.3989800e-20 0.0000000e+00]]]",[275.60472902 214.54918518 210.03833517 229.62370235]
237,sequential,1,5887,7,4,True,0.19649027,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 1.6810329e-12 1.4238899e-09 1.1574489e-05 9.9998820e-01
   4.1885349e-09 6.2692956e-27 1.9219040e-07 0.0000000e+00 8.2654828e-35]]]",[431.66600609 136.63365228  88.30031126  66.61354059]
238,sequential,1,2073,5,7,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[282.46169292 137.17827165 227.95154185 164.44855911]
239,sequential,1,2118,6,3,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00
   0.0000000e+00 4.8162864e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 92.91429325 193.40494664 104.02149215 140.14118779]
240,sequential,1,2648,9,7,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[365.72587909 169.59555558 136.58786191  40.24389835]
241,sequential,1,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 4.6468526e-26 0.0000000e+00 2.1629948e-23 0.0000000e+00
   9.9999809e-01 0.0000000e+00 0.0000000e+00 1.8549651e-35 1.9652434e-06]]]",[682.32639896 122.54995377 207.45349228 116.62793409]
242,sequential,1,2648,9,7,True,0.055251524,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 2.9157976e-10 8.8255280e-34 0.0000000e+00 0.0000000e+00
   4.3265969e-14 0.0000000e+00 1.0000000e+00 0.0000000e+00 1.7644725e-08]]]",[323.5772201  195.90217931 175.99277352 108.00339923]
243,sequential,1,2118,6,7,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4127360e-35 0.0000000e+00
   2.6750514e-34 6.4920992e-31 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[534.55743409 195.85664219 132.86951066 144.17926345]
244,sequential,1,4163,9,2,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[6.2500309e-26 8.2285084e-23 1.0000000e+00 0.0000000e+00 5.3043124e-26
   2.0654676e-12 3.7005892e-20 7.5201345e-11 1.7885056e-27 4.8646479e-35]]]",[5.28635887e+02 6.47444359e-02 1.07845649e+02 2.19250496e+02]
245,sequential,1,9779,2,2,False,-0.70965946,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 1.2298574e-29 0.0000000e+00
   2.1508192e-25 0.0000000e+00 1.9105379e-37 0.0000000e+00 0.0000000e+00]]]",[716.36810563 201.16847424 208.16076    119.12055391]
246,sequential,1,939,2,7,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[8.1549784e-12 1.8244430e-26 1.0251811e-09 9.0781860e-02 1.2618858e-18
   1.8084646e-18 5.8388500e-06 9.0921229e-01 1.2562659e-26 1.5349636e-19]]]",[483.95593677  21.59258251 174.84040723  10.63036419]
247,sequential,1,2098,2,2,False,-0.8116554,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.0000000e+00 2.5842463e-27 1.0000000e+00 0.0000000e+00 0.0000000e+00
   9.5792257e-32 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[613.1964211  103.61287378 112.64343178 201.03451485]
248,sequential,1,2118,6,6,False,-0.8681886,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 3.3699954e-32 1.4147762e-19 3.2102758e-34 0.0000000e+00
   2.5339107e-30 1.0000000e+00 4.5821947e-16 7.7016392e-34 0.0000000e+00]]]",[ 77.64199593 230.97766858  91.61338951 200.92069023]
249,sequential,1,2293,9,3,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[2.3821582e-19 1.6813724e-12 1.4630619e-06 9.9941778e-01 6.3783309e-15
   1.2995034e-32 5.7997211e-04 8.4634104e-07 3.5055180e-23 7.2243638e-32]]]",[117.57380837   2.9671446   75.81213305  79.86882782]
250,sequential,1,5887,7,2,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 1.5351401e-18 1.0000000e+00 9.9767133e-32 0.0000000e+00
   3.5030877e-34 0.0000000e+00 5.8579090e-28 0.0000000e+00 0.0000000e+00]]]",[563.28504439 116.94893205 119.30097315  88.08795288]
251,sequential,1,6011,3,3,False,-0.929122,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 1.8083303e-29 9.2648533e-35 1.0000000e+00 0.0000000e+00
   1.2058368e-19 0.0000000e+00 1.2951629e-30 2.8105712e-27 1.6954100e-13]]]",[551.19298866 246.69178291  67.26866547 121.21558389]
252,sequential,1,6059,3,5,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[7.3464521e-27 7.4713792e-17 8.2058104e-22 2.3214847e-13 9.7082661e-17
   9.6643007e-01 5.0230784e-23 4.4811074e-28 2.6032022e-26 3.3569947e-02]]]",[158.18713693 226.67973711  26.28937733 188.25429622]
253,sequential,1,9768,2,4,True,-0.11521834,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[4.1146477e-22 1.9749120e-10 1.3837701e-01 1.9127811e-22 8.6122745e-01
   1.6419438e-18 3.6803424e-18 3.9550397e-04 2.6752666e-30 2.4667371e-28]]]",[484.49890361 125.95125223 102.36896942 196.13548038]
254,sequential,1,6059,3,5,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[ 74.02229921  62.20976386 157.75583851 233.25779892]
255,sequential,1,4163,9,5,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.000000e+00 8.842357e-16 2.276530e-27 0.000000e+00 0.000000e+00
   1.000000e+00 7.211093e-22 0.000000e+00 0.000000e+00 0.000000e+00]]]",[575.14032681   9.75424104 245.05227901 247.60205839]
256,sequential,1,4814,6,1,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[4.2589543e-31 1.0000000e+00 8.9647859e-11 2.1670169e-34 1.4920387e-36
   0.0000000e+00 4.4608457e-30 1.2068620e-13 0.0000000e+00 0.0000000e+00]]]",[155.59029521  76.90045864 235.20631708 153.7274275 ]
257,sequential,1,2118,6,2,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 1.1134531e-18 1.0000000e+00 2.6519770e-19 2.5763647e-10
   5.3839583e-19 0.0000000e+00 1.2460852e-34 0.0000000e+00 0.0000000e+00]]]",[460.31272262 227.30824338 157.31237458   9.0377603 ]
258,sequential,1,2073,5,7,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[0.0000000e+00 2.6474066e-14 0.0000000e+00 0.0000000e+00 6.0403697e-02
   4.5539279e-33 2.3168458e-30 9.3959635e-01 0.0000000e+00 2.3003002e-36]]]",[358.24451452 245.44058757  83.38388738 178.92092773]
259,sequential,1,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[2.5431720e-27 9.1971431e-19 3.4548415e-30 6.6096684e-32 0.0000000e+00
   1.0000000e+00 2.2069794e-25 4.6051250e-27 2.4371200e-20 1.6030194e-31]]]",[660.18367786 198.80978129  19.58819556 207.29357832]
260,sequential,1,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[5.9976656e-34 2.0801498e-21 1.1740112e-13 0.0000000e+00 0.0000000e+00
   9.9902213e-01 6.2568199e-33 9.7789813e-04 0.0000000e+00 0.0000000e+00]]]",[236.59105902 159.39834178 190.42462292  39.03667957]
261,sequential,1,2118,6,5,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.000000e+00 0.000000e+00 7.290716e-32 7.181989e-38 0.000000e+00
   1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00]]]",[509.36920489  84.20829407 224.31523657 202.05178665]
262,sequential,1,9768,2,8,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.8919174e-33 5.8774740e-35 0.0000000e+00 1.0000000e+00 0.0000000e+00]]]",[107.38751592  83.10782382 117.2982413  115.95469498]
263,sequential,1,2293,9,6,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 1.0841496e-34 3.7925931e-20 4.6403743e-03 0.0000000e+00
   6.6118638e-37 9.9535960e-01 3.9147090e-23 0.0000000e+00 0.0000000e+00]]]",[ 89.60786092 176.19057089 120.78713314 177.56515201]
264,sequential,1,3558,5,5,False,-0.9999304,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[3.0229463e-37 5.8672003e-32 8.6068032e-31 0.0000000e+00 0.0000000e+00
   1.0000000e+00 1.3417572e-29 2.6193892e-28 0.0000000e+00 2.8940728e-36]]]",[420.76846268  95.82036087 218.41812896 100.32505672]
265,sequential,1,5887,7,1,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[0.0000000e+00 9.7229654e-01 4.5539458e-26 2.6815141e-24 1.6327737e-24
   2.7703406e-02 2.0029993e-30 2.8379528e-17 3.0426781e-27 0.0000000e+00]]]",[335.86453519  49.09264609 184.53175562 141.11241593]
266,sequential,1,2896,8,7,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[2.4834844e-33 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6692116e-29
   0.0000000e+00 9.9364311e-29 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[318.44947074  34.27627901 111.04896373 230.46048729]
267,sequential,1,2896,8,3,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[2.9257038e-38 4.5891987e-27 2.2664175e-19 9.9999940e-01 0.0000000e+00
   8.5732196e-14 0.0000000e+00 5.7838054e-07 0.0000000e+00 0.0000000e+00]]]",[264.43964944 194.0823626   74.97494204 198.96905927]
268,sequential,1,6011,3,1,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 1.0000000e+00 6.6882479e-16 5.8495340e-36 1.9566894e-36
   1.9897892e-18 0.0000000e+00 9.8157873e-09 0.0000000e+00 3.7298675e-36]]]",[ 52.98562265 240.32709304 255.57202687  34.58169725]
